,BTCUSDT,ETHUSDT,SOLUSDT,BNBUSDT,XRPUSDT
2026-06-19,63543.91,1711.19,69.74,581.42,1.1359
2026-06-20,64298.01,1741.08,73.22,588.03,1.1499
2026-06-21,63311.99,1706.94,72.46,584.23,1.1248
2026-06-22,64020.01,1728.19,71.95,590.15,1.1295
2026-06-23,62734.57,1667.13,69.71,578.08,1.1103
2026-06-24,61077.99,1622.17,68.11,564.67,1.0736
2026-06-25,59794.0,1567.84,67.72,560.62,1.0435
2026-06-26,60097.27,1578.68,71.9,567.64,1.049
2026-06-27,60029.0,1573.99,70.5,557.2,1.0475
2026-06-28,59577.01,1571.96,71.38,551.07,1.0485
2026-06-29,60260.21,1613.07,75.16,559.52,1.059
2026-06-30,58624.71,1572.01,73.67,546.52,1.0401
2026-07-01,60024.0,1609.58,77.46,550.44,1.053
2026-07-02,61560.0,1700.57,80.73,558.96,1.0881
2026-07-03,62583.26,1758.21,82.34,573.81,1.1348
2026-07-04,63144.01,1780.64,81.8,575.37,1.1574
2026-07-05,63650.0,1785.65,81.59,589.87,1.1572
2026-07-06,64042.02,1799.56,81.94,586.01,1.145
2026-07-07,63363.99,1771.45,80.58,576.82,1.112
2026-07-08,62290.0,1743.54,77.83,568.66,1.0908
2026-07-09,63230.0,1745.16,78.04,568.72,1.0932
2026-07-10,64161.72,1796.85,78.13,575.43,1.1046
2026-07-11,63819.0,1787.76,76.79,574.65,1.0967
2026-07-12,63780.0,1806.8,76.92,573.91,1.0858
2026-07-13,62334.52,1776.72,75.01,567.49,1.0675
2026-07-14,65043.98,1891.87,77.87,581.87,1.1117
2026-07-15,64756.28,1917.86,77.29,580.55,1.1133
2026-07-16,63830.2,1864.71,75.32,572.45,1.0871
2026-07-17,63931.67,1841.93,75.04,568.09,1.089
2026-07-18,64834.22,1862.61,75.52,570.65,1.0929
2026-07-19,64722.54,1872.23,76.38,571.06,1.0978
2026-07-20,65255.51,1904.77,77.85,571.27,1.1124
2026-07-21,66556.16,1930.09,78.12,573.95,1.1436
2026-07-22,66114.49,1934.25,77.97,571.08,1.1421
2026-07-23,65098.97,1878.38,75.88,567.41,1.1077
2026-07-24,64139.99,1861.44,73.96,564.9,1.0919
2026-07-25,64375.0,1874.89,74.52,568.94,1.0977
2026-07-26,65399.99,1954.72,76.76,575.32,1.1131
2026-07-27,63755.86,1892.53,74.2,566.28,1.0661
2026-07-28,63915.0,1922.23,73.83,571.29,1.069
2026-07-29,63984.28,1910.72,73.68,571.99,1.0737
2026-07-30,64780.02,1918.31,74.51,591.99,1.0829
2026-07-31,62887.88,1862.6,72.87,587.01,1.0619
2026-08-01,62823.64,1844.94,71.95,575.13,1.0604
2026-08-02,63570.0,1885.36,73.63,588.46,1.0869
2026-08-03,63520.0,1860.5,73.56,589.35,1.0758
2026-08-04,64106.56,1869.75,73.75,593.18,1.0739
2026-08-05,64665.23,1908.9,74.04,593.85,1.0623
2026-08-06,64323.61,1904.1,72.7,592.39,1.0351
2026-08-07,64923.19,1914.18,73.66,592.57,1.021
2026-08-08,64962.6,1916.74,76.01,600.66,1.0397
2026-08-09,64901.59,1910.65,76.27,602.23,1.0299
2026-08-10,63970.01,1873.16,75.99,599.23,1.0123
2026-08-11,63600.0,1882.59,76.3,616.69,1.0229
2026-08-12,63479.99,1879.81,75.63,610.44,1.0055
2026-08-13,63490.86,1886.15,76.28,610.71,1.0094
2026-08-14,63043.56,1882.2,75.4,607.96,0.9996
2026-08-15,63086.01,1882.64,75.35,607.76,1.0028
2026-08-16,62900.0,1876.0,74.61,602.98,0.9936
2026-08-17,64532.1,1913.6,76.02,605.8,1.003
2026-08-18,64725.42,1917.85,77.05,603.94,1.0019
2026-08-19,69334.79,2252.8,85.38,627.51,1.106
2026-08-20,73025.15,2326.82,87.66,654.8,1.2681
2026-08-21,78338.03,2516.3,93.72,687.0,1.4544
2026-08-22,77074.93,2422.6,93.82,695.28,1.4619
2026-08-23,77734.0,2463.41,95.43,702.37,1.5204
2026-08-24,78992.75,2482.31,98.97,704.31,1.4817
2026-08-25,78539.14,2442.64,96.6,694.41,1.4343
2026-08-26,79023.75,2506.78,102.07,707.52,1.4229
2026-08-27,80162.41,2502.41,107.69,709.28,1.4462
