snapshot_id,mid_price,spread,true_is_spoof,bid_size_l0,bid_placed_l0,bid_canceled_l0,bid_executed_l0,bid_size_l1,bid_placed_l1,bid_canceled_l1,bid_executed_l1,bid_size_l2,bid_placed_l2,bid_canceled_l2,bid_executed_l2,bid_size_l3,bid_placed_l3,bid_canceled_l3,bid_executed_l3,bid_size_l4,bid_placed_l4,bid_canceled_l4,bid_executed_l4,ask_size_l0,ask_placed_l0,ask_canceled_l0,ask_executed_l0,ask_size_l1,ask_placed_l1,ask_canceled_l1,ask_executed_l1,ask_size_l2,ask_placed_l2,ask_canceled_l2,ask_executed_l2,ask_size_l3,ask_placed_l3,ask_canceled_l3,ask_executed_l3,ask_size_l4,ask_placed_l4,ask_canceled_l4,ask_executed_l4,bid_size,ask_size,total_bid_depth,total_ask_depth,order_book_imbalance,num_orders_placed,num_orders_canceled,num_orders_executed,cancel_to_trade_ratio,order_lifetime_ms,price_impact,spoofed_level_depth,top_size,rolling_avg_size,top_level_size_ratio,bid_cancel_ratio_l0,bid_cancel_ratio_l1,bid_cancel_ratio_l2,bid_cancel_ratio_l3,bid_cancel_ratio_l4,ask_cancel_ratio_l0,ask_cancel_ratio_l1,ask_cancel_ratio_l2,ask_cancel_ratio_l3,ask_cancel_ratio_l4,bid_size_velocity_l0,bid_size_velocity_l1,bid_size_velocity_l2,bid_size_velocity_l3,bid_size_velocity_l4,ask_size_velocity_l0,ask_size_velocity_l1,ask_size_velocity_l2,ask_size_velocity_l3,ask_size_velocity_l4,max_cancel_ratio_across_levels,max_size_velocity_across_levels,is_anomaly,anomaly_score
2943,49956.96759760654,3.072948713178758,false,3.1572169108807238,9,5,4,14.305061264131565,14,8,6,56.00302295662492,14,10,4,22.856653915453073,17,12,5,20.570568961664097,10,9,1,6.786493481746721,7,6,1,7.444576000049514,16,13,3,45.33848428885069,16,16,0,17.96954990084524,7,4,3,58.385236221598184,7,6,1,3.1572169108807238,6.786493481746721,116.89252400875438,135.92433989309035,-0.07527906006984172,117,89,28,3.0689655172413794,774.8411672018756,0.6056818829542859,0,6.786493481746721,10.982802766598736,0.6179199996549177,1.0,1.1428571428571428,2.0,2.0,4.5,3.0,3.25,16.0,1.0,3.0,0.05212734357964696,1.0750096491354837,2.383329163569854,0.5021038643715229,0.30015159238750505,0.057362792267570455,-1.357947584812127,2.6166572152803353,0.056737510855378474,2.889996401046216,16.0,2.889996401046216,false,0.4565742703136676
2944,49957.43007817754,5.090429861783472,false,3.825679736071021,6,4,2,16.33851779532639,15,15,0,8.852649763011378,19,14,5,22.737541760302957,17,11,6,33.04988744187578,13,9,4,6.1509800776927674,6,4,2,9.663840640765839,8,7,1,18.242740478409257,11,10,1,12.896007283125982,17,16,1,19.94841593121596,7,7,0,3.825679736071021,6.1509800776927674,84.80427649658753,66.90198441120981,0.1180062838425516,119,97,22,4.217391304347826,903.5593300356984,0.6604591228508321,0,6.1509800776927674,10.716172715401367,0.5739903826720272,1.3333333333333333,15.0,2.3333333333333335,1.5714285714285714,1.8,1.3333333333333333,3.5,5.0,8.0,7.0,0.14898846501064333,0.37807590312688877,-2.1477563719671693,-0.008454473581816975,0.6636538349615637,-0.08478979021351606,0.367107824223729,-1.6208418201848436,-0.45972976143394473,-2.0392134623176017,15.0,2.1477563719671693,false,0.41642412179507765
2945,49955.52898883205,6.683455334355527,false,10.609962470176722,17,9,8,6.070126907257926,7,7,0,20.83022529589562,18,17,1,8.320336590331067,11,7,4,48.697848675038706,19,15,4,31.47057221863589,19,9,10,14.244113702847494,10,6,4,17.965616769049735,16,16,0,18.222764015553242,11,7,4,19.554120572089555,16,15,1,10.609962470176722,31.47057221863589,94.52849993870004,101.45718727817592,-0.03535302724330407,144,108,36,2.918918918918919,878.9426557447241,0.565971213497624,0,31.47057221863589,10.875181893228648,2.8937973201377725,1.0,7.0,8.5,1.4,3.0,0.8181818181818182,1.2,16.0,1.4,7.5,1.328738526969242,-1.7006838549724903,0.5657094498316593,-0.9961372966950245,0.8125854162819621,2.297651773139517,0.8101510636364954,-0.01682589981940706,0.49171656815613646,-0.02093206081449611,16.0,2.297651773139517,false,0.5072548518229738
2946,49956.426201732145,4.396708861090776,false,6.5781349039892465,9,4,5,5.338298935619828,8,5,3,25.07676330144377,14,13,1,22.183797452096627,13,8,5,68.44431760210875,18,14,4,7.859724999563755,17,15,2,4.718501683638494,6,5,1,4.456496688996335,13,9,4,9.42768546347107,19,16,3,68.70489698178831,7,5,2,6.5781349039892465,7.859724999563755,127.62131219525823,95.16730581745796,0.14567174332015417,124,94,30,3.032258064516129,814.4618428185125,0.5307910373419258,0,7.859724999563755,10.737031483358153,0.7320202992555181,0.6666666666666666,1.25,6.5,1.3333333333333333,2.8,5.0,2.5,1.8,4.0,1.6666666666666667,-0.7777413177026187,-0.1389873802942923,0.206741303214337,0.9310847159191861,1.0003756115237532,-1.7902254132304174,-1.6027436161518334,-0.7919848222339857,-0.853568358868101,2.012101263904392,6.5,2.012101263904392,false,0.40321397568354417
2947,49952.32244278681,4.2978842412067735,false,3.0350607270631733,19,13,6,9.803188421515806,11,10,1,16.21941243785416,6,6,0,18.04112456128756,12,8,4,11.554884161708571,18,16,2,8.46300976117234,14,11,3,14.766359807440864,6,6,0,6.090106449800518,14,12,2,11.195155553881671,19,13,6,20.9910482500442,9,6,3,3.0350607270631733,8.46300976117234,58.65367030942927,61.505679822339594,-0.02373522751065778,128,101,27,3.607142857142857,717.2794144681618,0.6843431003634082,0,8.46300976117234,10.760462639062025,0.7864912546092953,1.8571428571428572,5.0,6.0,1.6,5.333333333333333,2.75,6.0,4.0,1.8571428571428572,1.5,-0.6742138344190451,0.8177612682721037,-0.43465416719912314,-0.44560111811387093,-2.058051003431672,0.04574151156511981,1.5388404580577755,0.09622135965903227,0.227884461795548,-1.6188093669736359,6.0,2.058051003431672,false,0.42570005661673876
2948,49948.77446858383,8.663566454751368,false,6.931882433403496,9,6,3,7.057815538798178,18,15,3,17.87009922648578,13,13,0,15.965301132543358,12,8,4,26.545874073040046,7,6,1,7.718258043074327,9,8,1,58.99373912510712,14,11,3,12.132068984303471,10,6,4,25.755906924595177,10,8,2,26.31125968553122,15,12,3,6.931882433403496,7.718258043074327,74.37097240427086,130.91123276261132,-0.27542699238044815,117,93,24,3.72,910.0955463428733,0.5501152628136097,0,7.718258043074327,10.776460788256431,0.7162145526929622,1.5,3.75,13.0,1.6,3.0,4.0,2.75,1.2,2.6666666666666665,3.0,0.8216698495858054,-0.5076153337414867,0.08141872048852791,-0.26904441183672745,0.5617245719857493,-0.056457911925996564,2.873258828835611,0.3597447711258175,2.088930591988008,0.1816726588801937,13.0,2.873258828835611,false,0.47540663449171544
2949,49952.29575321158,6.061718655881244,false,15.18463370089042,13,12,1,3.5685677759636514,18,11,7,19.00864241323399,18,14,4,23.431100047707805,17,17,0,16.032214640746922,16,12,4,7.6435639977720475,12,12,0,15.98491440659426,9,9,0,10.438851824977215,6,3,3,10.595201912588925,11,9,2,18.549177637890214,6,6,0,15.18463370089042,7.6435639977720475,77.22515857854279,63.21170977982267,0.09978468590570343,126,105,21,4.7727272727272725,659.5294674293301,0.6636463423712845,0,15.18463370089042,10.859331890847571,1.3983027550422586,6.0,1.375,2.8,17.0,2.4,12.0,9.0,0.75,3.0,6.0,1.530736395019052,-0.6568165866290592,0.05616428763656065,0.9160138380949671,-0.3985816583020073,-0.006032304820154593,-1.9985733024067778,-0.10237464891107406,-1.847709790623097,-0.26420138816710675,17.0,1.9985733024067778,false,0.474609938556458
2950,49952.72635538987,5.291689782852105,false,4.862765406817181,14,10,4,8.94022323852634,15,13,2,37.67110134614347,14,10,4,28.059721335976196,18,17,1,16.485495616953667,8,7,1,13.5546206342986,14,12,2,5.429655152937504,11,7,4,11.83022719784968,10,8,2,14.611442838897915,15,10,5,41.15719127056236,13,9,4,4.862765406817181,13.5546206342986,96.01930694441685,86.58313709454606,0.05167603259383179,132,103,29,3.433333333333333,803.9965339543727,0.4640366074659804,0,13.5546206342986,11.034407595949185,1.2283958623455784,2.0,4.333333333333333,2.0,8.5,3.5,4.0,1.4,2.6666666666666665,1.6666666666666667,1.8,-1.7321498804578404,0.9673771335346711,0.8857507263619704,0.5981506288499359,0.02009509964284524,0.5016519339467136,-0.4840522759517554,0.08572361518251509,0.4851650512798987,0.7471872309071372,8.5,1.7321498804578404,false,0.40647287674661287
2951,49952.68602835496,6.384123032459994,false,3.5664181599078404,7,3,4,7.551784153459891,15,12,3,16.27432359837956,8,8,0,19.124782675129445,18,14,4,21.122784475442785,10,9,1,5.055934088333934,9,8,1,6.894255377234826,18,10,8,9.035265383515931,13,12,1,8.618279101705241,11,10,1,16.615743361606746,16,12,4,3.5664181599078404,5.055934088333934,67.64009306231952,46.21947731239668,0.18813188631774017,125,98,27,3.5,905.1234212344916,0.6635135372784957,0,5.055934088333934,11.033513534572654,0.45823427618877327,0.6,3.0,8.0,2.8,4.5,4.0,1.1111111111111112,6.0,5.0,2.4,-0.23162840217584035,-0.2636828359072122,-0.9573814220401584,-1.0659616425459004,0.20719588232005132,-0.7030517627617053,0.067146755045664,-0.1726393397288232,-0.7212723919020471,-0.7820702772287275,8.0,1.0659616425459004,false,0.4884489095760332
2952,49950.2671576961,5.473053982007588,false,8.939922016787882,17,9,8,15.042322197426587,16,10,6,25.176187252930454,14,8,6,21.197819405216563,19,12,7,24.82293267881103,10,7,3,10.287335385410394,13,10,3,2.8901953069380277,16,12,4,19.595693670661326,14,11,3,14.131497969312475,6,4,2,15.92057879358254,19,14,5,8.939922016787882,10.287335385410394,95.17918355117251,62.82530112590476,0.20476559568161132,144,97,47,2.0208333333333335,785.3118107738657,0.9222226730928573,0,10.287335385410394,11.024339177250486,0.9331475764678075,1.0,1.4285714285714286,1.1428571428571428,1.5,1.75,2.5,2.4,2.75,1.3333333333333333,2.3333333333333335,0.9433074616774191,1.3770141237612576,0.3953230169334633,0.24690453004371826,0.16692767507355494,0.4298478829645078,-0.18518554180861024,0.6474463783725806,0.6445727425155752,-0.02216450128033777,2.75,1.3770141237612576,false,0.5330557263486101
2953,49951.72814397764,1.8849082225002363,false,6.829872251638288,19,11,8,10.089795002621537,7,3,4,14.305443395992212,10,9,1,13.961922455183583,7,6,1,20.74677622534871,10,9,1,2.1529727395967826,15,15,0,6.900894816737838,18,11,7,8.74574737842086,14,12,2,25.71376450746566,15,13,2,37.61639708985602,16,14,2,6.829872251638288,2.1529727395967826,65.93380933078433,81.12977653207716,-0.10332923076867749,131,103,28,3.5517241379310347,867.6284677624141,0.891299226223965,0,6.829872251638288,10.959578994388783,0.623187465060029,1.2222222222222223,0.6,4.5,3.0,4.5,15.0,1.375,4.0,4.333333333333333,4.666666666666667,-0.3662198274448506,-0.9224952334798951,-0.56798293771016,-0.8667310627822564,-0.18405430183309796,-0.6525639477482058,0.18634677761474655,-0.9979345283653391,1.2385499960745232,0.7369716437780903,15.0,1.2385499960745232,false,0.46533315740397235
2954,49951.56180099,4.895890639722278,false,11.294591096338644,6,6,0,30.047957008928744,6,4,2,13.319102486899304,7,5,2,7.429938239373817,6,4,2,18.532699516802737,16,14,2,4.363938563948231,13,7,6,11.518642385342249,17,10,7,3.8753715738023464,19,12,7,24.268687215116685,13,12,1,31.50621316712007,9,9,0,11.294591096338644,4.363938563948231,80.62428834834324,75.53285290532958,0.032604563596248054,112,83,29,2.7666666666666666,883.2859823980978,0.6028250634803397,0,11.294591096338644,10.980463079284213,1.0286079024888364,6.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,4.666666666666667,1.0,1.25,1.5,6.0,9.0,0.7558372180049956,2.373107025191883,-0.08381213449023009,-0.7660236069355038,-0.10197958851464815,0.17697162964473098,0.21413902589672415,-0.6763510315789543,-0.15762277696336122,-0.22931662460156926,9.0,2.373107025191883,false,0.40001529350685255
2955,49951.910080569825,5.034089861904738,false,11.77860235720453,13,13,0,12.323699455010763,18,12,6,22.53960231214016,13,11,2,14.308304891314258,10,7,3,35.903805564505845,14,11,3,8.088786449753274,19,11,8,24.2160768844323,12,9,3,23.245099746048947,12,12,0,5.988230052347242,12,10,2,28.271846513747512,14,12,2,11.77860235720453,8.088786449753274,96.85401458017556,89.81003964632927,0.03773610812770023,137,108,29,3.6,857.0381930646354,0.567506637173362,0,11.77860235720453,10.994966382161374,1.071272248391278,13.0,1.7142857142857142,3.6666666666666665,1.75,2.75,1.2222222222222223,2.25,12.0,3.3333333333333335,4.0,0.08777153671218879,-1.8129997571327556,0.8019575221271774,0.9104315784817709,0.7943602917564733,0.4155305673923585,0.5798380091873917,1.981911632924426,-1.6842586226561498,-0.12123423399300833,13.0,1.981911632924426,false,0.3866558332199466
2956,49949.017689781016,5.857809545005118,false,4.352969947896986,10,6,4,4.254386897985077,18,16,2,12.41057764566764,14,9,5,8.65388724948713,19,16,3,36.0565120449198,15,11,4,4.201603288920343,19,10,9,7.558194939064735,7,6,1,17.533927297980355,16,9,7,24.18273608471644,11,9,2,14.036102092667614,13,10,3,4.352969947896986,4.201603288920343,65.72833378595664,67.51256370334949,-0.013391007948862332,142,102,40,2.4878048780487805,837.6549761075476,0.5401149813761942,0,4.352969947896986,10.822527443957037,0.40221380545701907,1.2,5.333333333333333,1.5,4.0,2.2,1.0,3.0,1.125,3.0,2.5,-1.2607613893708007,-0.7944337452165023,-0.8565539273523549,-0.9216339108805397,0.007406893126087074,-0.7620743927804422,-0.7439979306907321,-0.6496986295656637,1.5097506698582783,-0.6837449883375836,5.333333333333333,1.5097506698582783,false,0.44573709311507104
2957,49947.98583577441,4.8747899597967,false,10.680400384079785,12,6,6,6.900170136409469,6,5,1,17.306828587625816,11,7,4,26.210327796969977,6,5,1,22.450161372542844,9,8,1,8.287408851646397,14,9,5,20.378771730372765,7,7,0,18.847776837774703,19,15,4,11.22790800693634,15,13,2,10.518961689234454,13,12,1,10.680400384079785,8.287408851646397,83.54788827762789,69.26082711596466,0.09349637633471203,112,87,25,3.3461538461538463,939.8299971390145,0.7695204637989927,0,10.680400384079785,10.89316790940484,0.980467800818405,0.8571428571428571,2.5,1.4,2.5,4.0,1.5,7.0,3.0,4.333333333333333,6.0,1.0381354077844682,0.2624180660259418,0.42053959365544524,2.0795567965803836,-1.3861072602543438,0.7724087914385215,0.5687746142820527,0.14947503035686419,-1.0056290008360735,-0.24048877084219095,7.0,2.0795567965803836,false,0.44481300009756874
2958,49947.29727886026,7.089956545920912,false,4.6790760928377715,13,9,4,10.844452865084516,19,15,4,20.085184516949564,8,7,1,27.453841498569663,17,12,5,90.5067916288777,11,11,0,6.793391504851821,17,17,0,10.445781851539563,12,8,4,18.443785718499694,8,4,4,16.440806085176757,9,6,3,22.22599225555545,11,10,1,4.6790760928377715,6.793391504851821,153.56934660231923,74.34975741562329,0.3475776615042306,125,99,26,3.6666666666666665,950.1171691563352,0.6442428868523538,0,6.793391504851821,10.738127393961838,0.6326421037500278,1.8,3.0,3.5,2.0,11.0,17.0,1.6,0.8,1.5,5.0,-0.9482225935828044,0.38962902860950605,0.23818256575961447,0.14837199874969523,2.923590753656791,-0.2815491133093101,-0.5980389623206324,-0.04677764859434965,0.4337280214815701,0.7770125564601761,17.0,2.923590753656791,false,0.5315020037148548
2959,49946.58342559637,4.503536416988734,false,7.222963654749011,13,12,1,26.326547987282744,13,8,5,16.725979585179196,15,10,5,17.31431799124765,7,5,2,31.276970092479164,7,7,0,4.116252151530758,15,15,0,9.413970241249066,8,7,1,19.679755747026945,17,16,1,26.80377458971752,17,11,6,52.78696972069927,13,10,3,7.222963654749011,4.116252151530758,98.86677931093776,112.80072245022356,-0.06582939290797889,125,101,24,4.04,649.6420073653062,0.48277079616645563,0,7.222963654749011,10.453162277932247,0.6909835954615826,6.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,7.0,15.0,3.5,8.0,1.5714285714285714,2.5,0.4458151920045888,1.4007458721570534,-0.2868138078464657,-1.1591013052851862,-1.9093741878932695,-0.498638598069437,-0.10521822893472252,0.14374403753956963,0.9127948871642803,1.7322659263264182,15.0,1.9093741878932695,false,0.4450466070587807
2960,49944.31490862813,7.9304149964055455,false,4.445456094160619,6,6,0,12.890510488165337,11,10,1,11.057589120400376,9,8,1,20.021770918586554,6,4,2,18.05430846180004,10,7,3,2.1397257183032865,16,13,3,10.24389214801612,9,7,2,64.467377516738,19,14,5,15.952907333527097,8,7,1,25.96924961492526,12,8,4,4.445456094160619,2.1397257183032865,66.46963508311293,118.77315233150976,-0.282351167235071,106,84,22,3.652173913043478,810.0434435329223,0.5896865218551761,0,4.445456094160619,10.311389993640248,0.43112093489844155,6.0,5.0,4.0,1.3333333333333333,1.75,3.25,2.3333333333333335,2.3333333333333335,3.5,1.6,-0.5884101896204321,-1.1173554768432914,-0.583923656931594,0.3133514362518155,-0.4214732432344843,-0.4028921947493691,0.09050618798339692,2.7421784702066465,-0.907141300798745,-1.4441786558401926,6.0,2.7421784702066465,false,0.49778950301392527
2961,49945.99322073235,5.496935249867334,false,10.789115263451745,11,10,1,3.842583758469432,14,7,7,11.92068079220927,12,12,0,20.55823220961845,10,8,2,29.232672733232434,16,14,2,3.7019271043626643,12,7,5,10.47125889680041,8,6,2,17.632930727768496,8,7,1,40.20327359072537,16,11,5,19.15224344014808,19,14,5,10.789115263451745,3.7019271043626643,76.34328475698133,91.16163375980503,-0.08846515752514268,126,96,30,3.096774193548387,824.1154543168435,0.7216770816884208,0,10.789115263451745,10.30114963268996,1.0473700167613584,5.0,0.875,12.0,2.6666666666666665,4.666666666666667,1.1666666666666667,2.0,3.5,1.8333333333333333,2.3333333333333335,1.2443643334749543,-0.730290243439404,0.12073071116027614,0.06577937002910104,0.3543737376463178,0.37089680274627274,0.024812525990136954,-2.016224176062987,1.7439231261136279,-0.4034068764117809,12.0,2.016224176062987,false,0.39502423688345684
2962,49943.10807507088,7.4830455888515,false,2.1444669392477107,11,9,2,18.38030418896007,6,5,1,11.868250255047078,15,15,0,13.69195040811496,11,9,2,38.647989966862525,11,9,2,3.00957996264089,13,11,2,17.576810187021696,9,8,1,28.218135477607543,11,7,4,9.63397758643034,15,15,0,33.04711369296832,13,13,0,2.1444669392477107,3.00957996264089,84.73296175823235,91.48561690666878,-0.03831976854879384,115,101,14,6.733333333333333,884.5568970017794,0.49267361275606725,0,3.00957996264089,10.142291007520598,0.2967357138943519,3.0,2.5,15.0,3.0,3.0,3.6666666666666665,4.0,1.4,15.0,13.0,-1.5488746500823063,1.1124522032129702,-0.008234082972935283,-0.8167817034598917,0.297447202514848,-0.18382784865720625,0.7682612689963977,0.4556707672052239,-1.751309850820041,0.7972233281311362,15.0,1.751309850820041,false,0.42464088800544203
2963,49941.44663383722,6.170384024802576,false,6.078693743081458,6,3,3,11.142524565216359,6,5,1,13.90622029187521,18,16,2,14.25151006024455,16,15,1,92.47505571177349,19,19,0,6.050391455165957,16,11,5,8.65647745947836,15,10,5,16.684964119547708,13,13,0,63.72203063719443,8,8,0,27.009466312191744,15,12,3,6.078693743081458,6.050391455165957,137.85400437219107,122.1233299835782,0.060507868609368964,132,112,20,5.333333333333333,820.7481095891744,0.5881342721231544,0,6.078693743081458,9.98658240770172,0.6086860844800648,0.75,2.5,5.333333333333333,7.5,19.0,1.8333333333333333,1.6666666666666667,13.0,8.0,3.0,0.686086578423524,-0.5487198559881021,0.3730629411792431,0.06913328298733534,1.5122115868324701,1.0567547156169335,-0.9154086500169735,-0.49564136273864356,2.209966764628054,-0.37622940674752636,19.0,2.209966764628054,false,0.41854028738403687
2964,49938.73905504954,5.675435060582715,false,4.733812149046057,15,10,5,11.157560832843219,15,10,5,45.56328152222193,8,4,4,18.976741254078892,13,8,5,30.049594731595388,17,17,0,8.51740345505848,13,12,1,16.53643124610854,11,11,0,8.237723498445712,14,14,0,22.822817553713662,16,16,0,23.814123267433963,18,16,2,4.733812149046057,8.51740345505848,110.48099048978548,79.92849902076036,0.16045676897491487,140,118,22,5.130434782608695,863.265635815071,0.3745288604812668,0,8.51740345505848,10.049315512728718,0.847560557161343,1.6666666666666667,1.6666666666666667,0.8,1.3333333333333333,17.0,6.0,11.0,14.0,16.0,5.333333333333333,-0.24393467605257946,0.001340747073407774,2.7814762247438263,0.6012151082198743,-1.4900673569959735,0.8516976251318632,0.790996532672717,-0.36109978887057287,-1.4454068639716073,-0.20005693678254557,17.0,2.7814762247438263,false,0.4839337117685225
2965,49935.221201504,4.209638320183516,false,4.5674177426167,11,10,1,16.99970022480739,17,12,5,10.934558830101954,9,6,3,15.321614439356557,8,7,1,21.48744812693706,6,4,2,10.687676429125501,7,3,4,5.6771273701542375,9,5,4,30.340230095957445,13,10,3,19.24615713152985,11,7,4,16.84641465027514,17,15,2,4.5674177426167,10.687676429125501,69.31073936381966,82.79760567704216,-0.0886661827107476,108,79,29,2.6333333333333333,756.6878787950346,0.8205406967690363,0,10.687676429125501,10.095143069907564,1.058694894675065,5.0,2.0,1.5,3.5,1.3333333333333333,0.6,1.0,2.5,1.4,5.0,-0.030241613531305337,0.5889997711432367,-2.133741444411368,-0.4739775536055599,-0.2059183337737785,0.7930770674759193,-1.1390379035400913,0.9344340047738708,-0.12948177570306044,-0.433329697547855,5.0,2.133741444411368,false,0.4674239312313097
2966,49935.89096870622,6.323526592182434,false,10.032808004395557,11,11,0,28.57496814674799,9,9,0,20.957313345715235,16,11,5,36.89970439307016,14,11,3,16.91325982031727,15,14,1,5.730798361404622,14,9,5,15.191510745043693,7,4,3,9.429812841388516,14,14,0,26.006160613117725,9,8,1,23.131192619714817,12,10,2,10.032808004395557,5.730798361404622,113.3780537102462,79.48947518066939,0.17570909278743307,121,101,20,4.809523809523809,869.7778803192563,0.5190835389501263,0,10.032808004395557,10.094854892699011,0.9938536126608091,11.0,9.0,1.8333333333333333,2.75,7.0,1.5,1.0,14.0,4.0,3.3333333333333335,1.0387124472307079,1.1592384254684498,0.6170556501563725,2.1708967394698777,-0.10999073887338454,-1.6913852118592931,1.1113667734855652,-0.8506428106735714,0.24964636872658869,0.4048786439024437,14.0,2.1708967394698777,false,0.4035121369730184
2967,49936.39090622432,8.900726784530796,false,8.813690991156085,11,10,1,18.567014329210718,16,16,0,17.34646807389673,11,8,3,46.78181496502339,17,13,4,24.446368562354042,10,9,1,3.4726835957880633,19,17,2,10.533639182067915,6,3,3,8.68076180075917,6,3,3,12.259505728468572,17,15,2,23.043554126679922,7,7,0,8.813690991156085,3.4726835957880633,115.95535692164096,57.990144433763646,0.33323777870772914,120,101,19,5.05,888.0991259391742,0.6146454732279197,0,8.813690991156085,9.964649955235656,0.8844957957128408,5.0,16.0,2.0,2.6,4.5,5.666666666666667,0.75,0.75,5.0,7.0,-0.2503059614598078,-0.932777644822581,-0.22247355229096732,1.1078793328162362,0.18167932741578208,-0.8493184080348003,-0.6169048669102775,-0.030485481249513537,-0.5068428697173621,-0.005671778665459232,16.0,1.1078793328162362,false,0.4694939655857574
2968,49936.24912463401,5.534891777938775,false,7.132194046912297,15,13,2,6.249782134001207,12,8,4,13.669992579083235,6,5,1,39.93996207933042,14,13,1,32.21005075987424,15,15,0,8.372632665204433,17,13,4,6.331723961666418,9,5,4,8.510144258116844,10,7,3,27.293904866174586,9,7,2,13.275948929161416,15,12,3,7.132194046912297,8.372632665204433,99.20198159920139,63.784354680323695,0.2173042705747781,122,98,24,3.92,858.8603264634406,0.7060007368962594,0,8.372632665204433,9.976342778828498,0.8392486957217017,4.333333333333333,1.6,2.5,6.5,15.0,2.6,1.0,1.75,2.3333333333333335,3.0,-0.37593693300835407,-1.0740238450640884,-0.22643689684463156,-0.7311623974997181,0.2266258953918585,1.5717839136130145,-0.6009094238645406,-0.006943715821198549,0.5466483008181852,-0.637195918201819,15.0,1.5717839136130145,false,0.4141974832361153
2969,49940.23719337992,6.326235207106667,false,15.608679199963115,10,8,2,19.069804256370986,17,15,2,13.153197767610203,15,11,4,12.27617558481901,11,7,4,9.940798635010525,10,10,0,2.5684190760305077,13,10,3,9.134648889651956,13,8,5,6.319060874554175,13,10,3,15.198081006251169,15,15,0,34.97087367542635,13,12,1,15.608679199963115,2.5684190760305077,70.04865544377384,68.19108352191415,0.013437322261732198,130,106,24,4.24,751.8040992351582,0.8728143430063897,0,15.608679199963115,10.200176853661675,1.5302361345195585,2.6666666666666665,5.0,2.2,1.4,10.0,2.5,1.3333333333333333,2.5,15.0,6.0,1.6448810172859987,1.1568829963589484,-0.03188478338844493,-2.1693157784479817,-0.7543057144363299,-1.630859093543318,0.3970363924488544,-0.08921039434838952,-0.4386045684653206,1.61317418938492,15.0,2.1693157784479817,false,0.4722369080835114
2970,49941.69516537655,5.224642613155265,false,9.767521419412187,14,12,2,16.930806265246485,9,7,2,10.349060388823835,19,17,2,25.105983169561465,9,6,3,29.912663915687126,19,15,4,12.103415389171968,16,14,2,14.816873796744304,18,13,5,7.896117534752298,17,17,0,22.478293427001898,11,8,3,89.4564827104323,16,11,5,9.767521419412187,12.103415389171968,92.0660351587311,146.75118285810277,-0.2289832707770551,148,120,28,4.137931034482759,777.6077757058966,0.448488966771166,0,12.103415389171968,10.144411823249992,1.1931115968135415,4.0,2.3333333333333335,5.666666666666667,1.5,3.0,4.666666666666667,2.1666666666666665,17.0,2.0,1.8333333333333333,-1.0672193404308605,-0.2100961672679997,-0.1738565854067361,0.9560355749198292,0.665733602002872,2.0680562095035695,0.7796484387029732,0.08465412021355286,0.26506386198261805,2.760578350970679,17.0,2.760578350970679,false,0.4853003184714001
2971,49940.857501125254,4.898584927622814,false,4.495717492826965,6,6,0,19.442267027075737,12,8,4,3.5373348020564492,15,10,5,20.606052452617618,16,11,5,30.127795557991547,6,5,1,5.393996950980861,7,3,4,6.189171938051592,15,9,6,16.527383189751774,19,18,1,32.33377351245788,17,16,1,26.403977519958488,19,14,5,4.495717492826965,5.393996950980861,78.20916733256831,86.8483031112006,-0.052340168278390185,132,100,32,3.0303030303030303,898.7563521602981,0.8111420924415889,0,5.393996950980861,10.116229573805796,0.5332023074039037,6.0,1.6,1.6666666666666667,1.8333333333333333,2.5,0.6,1.2857142857142858,9.0,8.0,2.3333333333333335,-0.9884057026003953,0.2607970150737628,-0.4188815048428488,-0.33301204677139606,0.007220720207991392,-1.289805478286425,-1.1009579129675136,0.7115083577181328,0.372606039332894,-2.1372839617356005,9.0,2.1372839617356005,false,0.4301097339306728
2972,49939.43596529131,3.8312675968229994,false,2.2036963227853543,6,4,2,12.287450599794372,18,14,4,10.514840319275221,16,14,2,20.875453992953663,9,7,2,11.677745176218789,13,10,3,7.298529092649875,9,4,5,15.999509968173479,17,10,7,10.738157376051761,19,15,4,26.66776615688552,6,6,0,35.852833802347696,9,7,2,2.2036963227853543,7.298529092649875,57.5591864110274,96.55679639610833,-0.25304065986383406,122,91,31,2.84375,842.5237113050987,0.8075992034098427,0,7.298529092649875,10.009090083005821,0.7291900694391652,1.3333333333333333,2.8,4.666666666666667,2.3333333333333335,2.5,0.6666666666666666,1.25,3.0,6.0,2.3333333333333335,-0.49816927560902163,-0.8141395101996891,0.4241565146641606,0.020261338827187378,-0.6124343279558776,0.3649306828895929,1.2014749786818453,-0.4981602018779004,-0.2319312288442306,0.32233686768390374,6.0,1.2014749786818453,false,0.48959033456259526
